ID,lpep_pickup_datetime,Lpep_dropoff_datetime,Pickup_longitude,Pickup_latitude,Dropoff_longitude,Dropoff_latitude,Trip_distance,trip_time,TripTimes,TripDistance,AveSpeed
12276,2016/1/1 1:37,2016/1/1 1:50,-73.96153259,40.70969772,-73.94367981,40.70438004,1.9,0 days 00:13:15,0.220833333,3.0577536,13.8464314
12277,2016/1/1 1:37,2016/1/1 2:03,-73.90002441,40.70054626,-73.84660339,40.6680069,5.5,0 days 00:25:30,0.425,8.851392,20.82680471
12278,2016/1/1 1:37,2016/1/1 1:51,-73.92460632,40.70905685,-73.92258453,40.68205261,2.4,0 days 00:14:10,0.236111111,3.8624256,16.35850842
12279,2016/1/1 1:37,2016/1/1 1:52,-73.93500519,40.84759521,-73.92626953,40.8401947,1.1,0 days 00:15:07,0.251944444,1.7702784,7.02646333
12280,2016/1/1 1:37,2016/1/1 1:46,-73.93735504,40.80450058,-73.94611359,40.8170929,1.3,0 days 00:09:21,0.155833333,2.0921472,13.42554353
12281,2016/1/1 1:37,2016/1/1 2:00,-73.99099731,40.69268799,-73.94734192,40.77695465,9.8,0 days 00:23:13,0.386944444,15.7715712,40.75926513
12282,2016/1/1 1:37,2016/1/1 2:03,-73.96287537,40.71199417,-74.00656128,40.70830917,3.7,0 days 00:26:38,0.443888889,5.9545728,13.414557
12283,2016/1/1 1:37,2016/1/1 1:52,-73.90947723,40.77521896,-73.92443848,40.76182175,1.5,0 days 00:15:06,0.251666667,2.414016,9.592116556
12284,2016/1/1 1:37,2016/1/1 2:03,-73.98770905,40.69039536,-73.9304657,40.6337738,6.3,0 days 00:26:08,0.435555556,10.1388672,23.27801143
12285,2016/1/1 1:37,2016/1/1 2:03,-73.95740509,40.72218323,-73.95172882,40.66550827,4.6,0 days 00:26:08,0.435555556,7.4029824,16.99664327
